Ações por Índice
Dados de 1 a 4 de 2022
Empresa;Código;Índices dos quais participa
IHPARDINI;ON   NM;PARD3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
ILLUMINA INC;DRN;I1LM34;BDRX;
IMC S/A;ON   NM;MEAL3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
INDS ROMI;ON   NM;ROMI3;IBRA,IDIV,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
INFRACOMM;ON   NM;IFCM3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
INTEL;DRN;ITLC34;BDRX;
INTELBRAS;ON   NM;INTB3;IBRA,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
INTERMEDICA;ON   NM;GNDI3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX;
INTUIT INC;DRN;INTU34;BDRX;
INTUITIVE SU;DRN;I1SR34;BDRX;
IOCHP-MAXION;ON   NM;MYPK3;IBRA,ICON,IDIV,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,SMLL;
IRANI;ON   NM;RANI3;IBRA,IGCT,IGCX,IGNM,IMAT,ITAG,SMLL;
IRBBRASIL RE;ON   NM;IRBR3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,ITAG,IVBX,SMLL;
IRON MOUNTAI;DRN;I1RM34;BDRX;
ITAUSA;ON   N1;ITSA3;IGCX;
ITAUSA;PN   N1;ITSA4;IBOV,IBRA,IBXL,IBXX,ICO2,IDIV,IFNC,IGCT,IGCX,ISEE,ITAG,IVBX,MLCX;
ITAUUNIBANCO;ON   N1;ITUB3;IBRA,IDIV,IFNC,IGCT,IGCX,MLCX;
ITAUUNIBANCO;PN   N1;ITUB4;IBOV,IBRA,IBXL,IBXX,ICO2,IDIV,IFNC,IGCT,IGCX,ISEE,ITAG,MLCX;
JALLESMACHAD;ON   NM;JALL3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
JBS;ON   NM;JBSS3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,INDX,ITAG,MLCX;
JD COM;DRN;JDCO34;BDRX;
JHSF PART;ON   NM;JHSF3;IBOV,IBRA,ICON,IDIV,IGCT,IGCX,IGNM,IMOB,INDX,ITAG,SMLL;
JOHNSON;DRN;JNJB34;BDRX;
JPMORGAN;DRN;JPMC34;BDRX;
JSL;ON   NM;JSLG3;IGCX,IGNM,ITAG;
KEPLER WEBER;ON;KEPL3;IBRA,ITAG,SMLL;
KLABIN S/A;UNT  N2;KLBN11;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IMAT,INDX,ISEE,ITAG,IVBX,MLCX;
KORA SAUDE;ON   NM;KRSA3;IGCX,IGNM,ITAG;
KRAFT HEINZ;DRN;KHCB34;BDRX;
LAM RESEARCH;DRN;L1RC34;BDRX;
LAVVI;ON   NM;LAVV3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
LIGHT S/A;ON   NM;LIGT3;IBRA,IBXX,ICO2,IEEX,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL,UTIL;
LILLY;DRN;LILY34;BDRX;
LLOYDS BANKI;DRN;L1YG34;BDRX;
LOCALIZA;ON   NM;RENT3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX;
LOCAMERICA;ON   NM;LCAM3;IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ITAG,MLCX;
LOCAWEB;ON   NM;LWSA3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,ITAG,IVBX,SMLL;
LOCKHEED;DRN;LMTB34;BDRX;
LOG COM PROP;ON   NM;LOGG3;IBRA,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
LOG-IN;ON   NM;LOGN3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
LOJAS AMERIC;ON   N1;LAME3;IBRA,IBXX,ICON,IGCT,IGCX,ITAG,SMLL;
LOJAS AMERIC;PN   N1;LAME4;IBOV,IBRA,IBXL,IBXX,ICON,IGCT,IGCX,ITAG,IVBX,SMLL;
LOJAS MARISA;ON   NM;AMAR3;IBRA,IBXX,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
LOJAS RENNER;ON   NM;LREN3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
LOPES BRASIL;ON   NM;LPSB3;IGCX,IGNM,ITAG;
LOWES COMPA;DRN;LOWC34;BDRX;
LULULEMON AT;DRN;L1UL34;BDRX;
LUMEN TECH;DRN;L1MN34;BDRX;
M.DIASBRANCO;ON   NM;MDIA3;IBRA,ICON,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,SMLL;
MACY S;DRN;MACY34;BDRX;
MAGAZ LUIZA;ON   NM;MGLU3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX;
MARATHON OIL;DRN;M1RO34;BDRX;
MARCOPOLO;ON   N2;POMO3;IGCX,ITAG;
MARCOPOLO;PN   N2;POMO4;IBRA,IGCT,IGCX,INDX,ITAG,SMLL;
MARFRIG;ON   NM;MRFG3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,INDX,ITAG,IVBX,MLCX;
MASTERCARD;DRN;MSCD34;BDRX;
MATER DEI;ON   NM;MATD3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
MCDONALDS;DRN;MCDC34;BDRX;
MEDTRONIC;DRN;MDTC34;BDRX;
MELIUZ;ON   NM;CASH3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,ITAG,IVBX,SMLL;
MELNICK;ON   NM;MELK3;IGCX,IGNM,ITAG;
MERC BRASIL;ON   N1;BMEB3;IGCX;
MERC BRASIL;PN   N1;BMEB4;IGCX;
MERCADOLIBRE;DRN;MELI34;BDRX;
META PLAT;DRN;FBOK34;BDRX;
METAL IGUACU;PN;MTIG4;ITAG;
METAL LEVE;ON   NM;LEVE3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
METLIFE INC;DRN;METB34;BDRX;
MGM RESORTS;DRN;M1GM34;BDRX;
MICRON TECHN;DRN;MUTC34;BDRX;
MICROSOFT;DRN;MSFT34;BDRX;
MILLS;ON   NM;MILS3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
MINERVA;ON   NM;BEEF3;IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,SMLL;
MITRE REALTY;ON   NM;MTRE3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
MITSUBISHI U;DRN;M1UF34;BDRX;
MOBLY;ON   NM;MBLY3;IGCX,IGNM,ITAG;
MODALMAIS;UNT  N2;MODL11;IBRA,IFNC,IGCT,IGCX,ITAG,SMLL;
MODERNA INC;DRN;M1RN34;BDRX;
MONDELEZ INT;DRN;MDLZ34;BDRX;
MONGODB INC;DRN;M1DB34;BDRX;
MONSTER BEVE;DRN;M1NS34;BDRX;
MORGAN STAN;DRN;MSBR34;BDRX;
MOSAIC CO;DRN;MOSC34;BDRX;
MOSAICO;ON   NM;MOSI3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
MOURA DUBEUX;ON   NM;MDNE3;IGCX,IGNM,ITAG;
MOVIDA;ON   NM;MOVI3;IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
MRV;ON   NM;MRVE3;IBOV,IBRA,IBXX,ICO2,ICON,IDIV,IGCT,IGCX,IGNM,IMOB,INDX,ISEE,ITAG,SMLL;
MULTILASER;ON   NM;MLAS3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
MULTIPLAN;ON   N2;MULT3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IMOB,ITAG,IVBX,SMLL;
NASDAQ INC;DRN;N1DA34;BDRX;
NEOENERGIA;ON   NM;NEOE3;IBRA,IEEX,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX,UTIL;
NEOGRID;ON   NM;NGRD3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
NETEASE;DRN;NETE34;BDRX;
NETFLIX;DRN;NFLX34;BDRX;
NEW ORIENTAL;DRN;E1DU34;BDRX;
NEWMONT GOLD;DRN;N1EM34;BDRX;
NEXTERA ENER;DRN;NEXT34;BDRX;
NIKE;DRN;NIKE34;BDRX;
NOKIA CORP;DRN;NOKI34;BDRX;
NORWEGIAN CR;DRN;N1CL34;BDRX;
NOVARTIS AG;DRN;N1VS34;BDRX;
NOVO NORDISK;DRN;N1VO34;BDRX;
NVIDIA CORP;DRN;NVDC34;BDRX;
NXP SEMICOND;DRN;N1XP34;BDRX;
OCCIDENT PTR;DRN;OXYP34;BDRX;
OCEANPACT;ON   NM;OPCT3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
ODONTOPREV;ON   NM;ODPV3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
OKTA INC;DRN;O1KT34;BDRX;
OMEGAENERGIA;ON   NM;MEGA3;IBRA,IEEX,IGCT,IGCX,IGNM,ITAG,SMLL,UTIL;
ONCOCLINICAS;ON   NM;ONCO3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG;
ORACLE;DRN;ORCL34;BDRX;
ORIZON;ON   NM;ORVR3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL,UTIL;
OSX BRASIL;ON   NM;OSXB3;ITAG;
OUROFINO S/A;ON   NM;OFSA3;IGCX,IGNM,ITAG;
P.ACUCAR-CBD;ON   NM;PCAR3;IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,SMLL;
PADTEC;ON   NM;PDTC3;IGCX,IGNM,ITAG;
PAGSEGURO;DRN;PAGS34;BDRX;
PAGUE MENOS;ON   NM;PGMN3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
PARANAPANEMA;ON   NM;PMAM3;IGCX,IGNM,ITAG,SMLL;
PAYPAL HOLD;DRN;PYPL34;BDRX;
PDG REALT;ON   NM;PDGR3;IGCX,IGNM,ITAG;
PEPSICO INC;DRN;PEPB34;BDRX;
PETROBRAS;ON   N2;PETR3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,ITAG,MLCX;
PETROBRAS;PN   N2;PETR4;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,ITAG,MLCX;
PETROCHIN;DRN;PTCH34;BDRX;
PETRORECSA;ON   NM;RECV3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
PETRORIO;ON   NM;PRIO3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX;
PETTENATI;PN;PTNT4;ITAG;
PETZ;ON   NM;PETZ3;IBOV,IBRA,IBXX,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
PFIZER;DRN;PFIZ34;BDRX;
PG;DRN;PGCO34;BDRX;
PHILIP MORRI;DRN;PHMO34;BDRX;
PINDUODUO IN;DRN;P1DD34;BDRX;
PINE;PN   N2;PINE4;IGCX,ITAG;
PLANOEPLANO;ON   NM;PLPL3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
PORTO SEGURO;ON   NM;PSSA3;IBRA,IBXX,ICO2,IDIV,IFNC,IGCT,IGCX,IGNM,ITAG,MLCX;
PORTOBELLO;ON   NM;PTBL3;IBRA,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
POSITIVO TEC;ON   NM;POSI3;IBOV,IBRA,IBXX,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
PRINER;ON   NM;PRNR3;IGCX,IGNM,ITAG;
PROFARMA;ON   NM;PFRM3;IGCX,IGNM,ITAG;
PROLOGIS INC;DRN;P1LD34;BDRX;
PUBLIC STORA;DRN;P1SA34;BDRX;
QUALCOMM;DRN;QCOM34;BDRX;
QUALICORP;ON   NM;QUAL3;IBOV,IBRA,IBXX,ICON,IDIV,IGCT,IGCX,IGNM,ITAG,SMLL;
QUERO-QUERO;ON   NM;LJQQ3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
RAIADROGASIL;ON   NM;RADL3;IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
RAIZEN;PN   N2;RAIZ4;IBRA,ICON,IGCT,IGCX,ITAG,SMLL;
RANDON PART;ON   N1;RAPT3;IGCX;
RANDON PART;PN   N1;RAPT4;IBRA,IGCT,IGCX,INDX,ITAG,SMLL;
RAYTHEONTECH;DRN;RYTT34;BDRX;
RD SHELL;DRN;RDSA34;BDRX;
RD SHELL;DRN;RDSA35;BDRX;
RECRUSUL;ON;RCSL3;IBRA,INDX,SMLL;
RECRUSUL;PN;RCSL4;IBRA,SMLL;
REDE D OR;ON   NM;RDOR3;IBOV,IBRA,IBXX,ICON,IGCT,IGCX,IGNM,ITAG,MLCX;
REGENERON PH;DRN;REGN34;BDRX;
RIO TINTO;DRN;RIOT34;BDRX;
RNI;ON   NM;RDNI3;IGCX,IGNM,ITAG;
ROKU INC;DRN;R1KU34;BDRX;
ROSSI RESID;ON   NM;RSID3;IGCX,IGNM,ITAG;
ROYAL CARIBB;DRN;R1CL34;BDRX;
RUMO S.A.;ON   NM;RAIL3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
SABESP;ON   NM;SBSP3;IBOV,IBRA,IBXX,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX,UTIL;
SALESFORCE;DRN;SSFO34;BDRX;
SANEPAR;PN   N2;SAPR4;IDIV;
SANEPAR;UNT  N2;SAPR11;IBRA,IGCT,IGCX,ITAG,SMLL,UTIL;
SANTANDER;DRN;BCSA34;BDRX;
SANTANDER BR;UNT;SANB11;IBOV,IBRA,IBXX,ICO2,IDIV,IFNC,ISEE,ITAG,MLCX;
SANTOS BRP;ON   NM;STBP3;IBRA,IBXX,ICO2,IGCT,IGCX,IGNM,ITAG,SMLL;
SAO CARLOS;ON   NM;SCAR3;IGCX,IGNM,ITAG;
SAO MARTINHO;ON   NM;SMTO3;IBRA,ICON,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
SAP SE;DRN;SAPP34;BDRX;
SCHWAB;DRN;SCHW34;BDRX;
SEA LTD;DRN;S2EA34;BDRX;
SEQUOIA LOG;ON   NM;SEQL3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
SER EDUCA;ON   NM;SEER3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
SERVICENOW;DRN;N1OW34;BDRX;
SHOPIFY INC;DRN;S2HO34;BDRX;
SIBANYE STIL;DRN;S1BS34;BDRX;
SID NACIONAL;ON;CSNA3;IBOV,IBRA,IBXL,IBXX,ICO2,IDIV,IMAT,INDX,MLCX;
SIMON PROP;DRN;SIMN34;BDRX;
SIMPAR;ON   NM;SIMH3;IBRA,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
SINQIA;ON   NM;SQIA3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
SL GREEN REA;DRN;S1LG34;BDRX;
SLC AGRICOLA;ON   NM;SLCE3;IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
SMART FIT;ON   NM;SMFT3;IGCX,IGNM,ITAG;
SONY GROUP;DRN;SNEC34;BDRX;
SPLUNK INC;DRN;S1PL34;BDRX;
SPOTIFY TECH;DRN;S1PO34;BDRX;
SPRINGS;ON   NM;SGPS3;IGCX,IGNM,ITAG;
STARBUCKS;DRN;SBUB34;BDRX;
SUL AMERICA;UNT  N2;SULA11;IBOV,IBRA,IBXX,ICO2,IFNC,IGCT,IGCX,ISEE,ITAG,IVBX,SMLL;
SUZANO S.A.;ON   NM;SUZB3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,IMAT,INDX,ISEE,ITAG,IVBX,MLCX;
SYN PROP TEC;ON   NM;SYNE3;IBRA,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
TAESA;UNT  N2;TAEE11;IBOV,IBRA,IBXX,ICO2,IDIV,IEEX,IGCT,IGCX,ITAG,SMLL,UTIL;
TAIWANSMFAC;DRN;TSMC34;BDRX;
TAKE-TWO INT;DRN;T1TW34;BDRX;
TAL EDUCATIO;DRN;T1AL34;BDRX;
TAPESTRY INC;DRN;TPRY34;BDRX;
TARGET CORP;DRN;TGTB34;BDRX;
TAURUS ARMAS;ON   N2;TASA3;IGCX,ITAG;
TAURUS ARMAS;PN   N2;TASA4;IBRA,IGCT,IGCX,INDX,ITAG,SMLL;
TC;ON   NM;TRAD3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
TECHNOS;ON   NM;TECN3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
TECNISA;ON   NM;TCSA3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
TEGMA;ON   NM;TGMA3;IBRA,IDIV,IGCT,IGCX,IGNM,ITAG,SMLL;
TELADOCHEALT;DRN;T2DH34;BDRX;
TELEF BRASIL;ON;VIVT3;IBOV,IBRA,IBXX,ICO2,IDIV,ISEE,IVBX,MLCX;
TELEFONIC;DRN;TLNC34;BDRX;
TENDA;ON   NM;TEND3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,INDX,ITAG,SMLL;
TERNIUMSA;DRN;TXSA34;BDRX;
TERRASANTAPA;ON   NM;LAND3;IGCX,IGNM,ITAG;
TESLA INC;DRN;TSLA34;BDRX;
TEVA PHARMAC;DRN;T1EV34;BDRX;
TEXAS INC;DRN;TEXA34;BDRX;
THERMFISCHER;DRN;TMOS34;BDRX;
TIM;ON   NM;TIMS3;IBOV,IBRA,IBXX,ICO2,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX;
TIME FOR FUN;ON   NM;SHOW3;IGCX,IGNM,ITAG,SMLL;
TOTVS;ON   NM;TOTS3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX;
TOYOTAMO;DRN;TMCO34;BDRX;
TRACK FIELD;PN   N2;TFCO4;IGCX,ITAG;
TRADE DESK;DRN;T2TD34;BDRX;
TRAN PAULIST;ON   N1;TRPL3;IGCX;
TRAN PAULIST;PN   N1;TRPL4;IBRA,IDIV,IEEX,IGCT,IGCX,MLCX,UTIL;
TRANSOCEAN;DRN;RIGG34;BDRX;
TRIPADVISOR;DRN;T1RI34;BDRX;
TRISUL;ON   NM;TRIS3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
TRIUNFO PART;ON   NM;TPIS3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
TUPY;ON   NM;TUPY3;IBRA,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
TWILIO INC;DRN;T1WL34;BDRX;
TWITTER;DRN;TWTR34;BDRX;
UBER TECH IN;DRN;U1BE34;BDRX;
UBS GROUP;DRN;UBSG34;BDRX;
ULTRAPAR;ON   NM;UGPA3;IBOV,IBRA,IBXX,ICO2,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX;
UNICASA;ON   NM;UCAS3;IGCX,IGNM,ITAG;
UNIFIQUE;ON   NM;FIQE3;IGCX,IGNM,ITAG;
UNILEVER;DRN;ULEV34;BDRX;
UNIPAR;PNB;UNIP6;IBRA,IDIV,IMAT,INDX,SMLL;
UNITED AIRLI;DRN;U1AL34;BDRX;
UNITEDHEALTH;DRN;UNHH34;BDRX;
UNITY SOFTWR;DRN;U2ST34;BDRX;
UPS;DRN;UPSS34;BDRX;
US BANCORP;DRN;USBC34;BDRX;
US STEEL;DRN;USSX34;BDRX;
USIMINAS;ON   N1;USIM3;IBRA,IGCT,IGCX,IMAT,MLCX;
USIMINAS;PNA  N1;USIM5;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IMAT,INDX,IVBX,MLCX;
VALE;ON   NM;VALE3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,IMAT,ITAG,MLCX;
VALERO ENER;DRN;VLOE34;BDRX;
VALID;ON   NM;VLID3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
VAMOS;ON   NM;VAMO3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,MLCX;
VERIZON;DRN;VERZ34;BDRX;
VERTEX PHARM;DRN;VRTX34;BDRX;
VIA;ON   NM;VIIA3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX,SMLL;
VIACOMCBS;DRN;C1BS34;BDRX;
VIBRA;ON   NM;VBBR3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
VIPSHOP HOLD;DRN;V1IP34;BDRX;
VISA INC;DRN;VISA34;BDRX;
VITTIA;ON   NM;VITT3;IGCX,IGNM,ITAG;
VIVARA S.A.;ON   NM;VIVA3;IBRA,ICON,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
VIVEO;ON   NM;VVEO3;IGCX,IGNM,ITAG;
VODAFONE GRO;DRN;V1OD34;BDRX;
VORNADO REAL;DRN;V1NO34;BDRX;
VULCABRAS;ON   NM;VULC3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
WAL MART;DRN;WALM34;BDRX;
WALGREENS;DRN;WGBA34;BDRX;
WALT DISNEY;DRN;DISB34;BDRX;
WDC NETWORKS;ON   NM;LVTC3;IGCX,IGNM,ITAG;
WEG;ON   NM;WEGE3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,MLCX;
WEIBO CORP;DRN;W1BO34;BDRX;
WELLS FARGO;DRN;WFCO34;BDRX;
WESTWING;ON   NM;WEST3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
WILSON SONS;ON   NM;PORT3;IGCX,IGNM,ITAG;
WIX.COM LTD;DRN;W1IX34;BDRX;
WIZ S.A.;ON   NM;WIZS3;IBRA,IDIV,IGCT,IGCX,IGNM,ITAG,SMLL;
YDUQS PART;ON   NM;YDUQ3;IBOV,IBRA,IBXX,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
ZOETIS INC;DRN;Z1TS34;BDRX;
ZOOM VIDEO;DRN;Z1OM34;BDRX;
